video_filename,question_id,prompt_en,target_sentence_it,tokens_correct_order,choices_pool,distractors
Italian_video_10.txt,10-07,Translate to Italian: We use a wine loved by Giuseppe Verdi.,Usiamo un vino amato da Giuseppe Verdi,Usiamo|un|vino|amato|da|Giuseppe|Verdi,vino|Giuseppe|amando|uno|amata|Usiamo|amato|da|Verdi|un|mangiata,amando|uno|amata|mangiata
Italian_video_10.txt,10-08,Translate to Italian: We salt a little and mix well.,Saliamo poco e mescoliamo bene,Saliamo|poco|e|mescoliamo|bene,mangiando|e|mangiamo|poco|mangiata|mescoliamo|Saliamo|bene|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_10.txt,10-09,Translate to Italian: We assemble the lasagna in layers in the dish.,Montiamo la lasagna a strati nella pirofila,Montiamo|la|lasagna|a|strati|nella|pirofila,pirofila|mangiata|la|le|a|nella|Montiamo|strati|mangiando|mangiamo|lasagna,mangiamo|le|mangiando|mangiata
Italian_video_10.txt,10-10,Translate to Italian: We blanch the pasta sheets for a minute.,Sbollentiamo i fogli di pasta per un minuto,Sbollentiamo|i|fogli|di|pasta|per|un|minuto,fogli|gli|minuta|uno|Sbollentiamo|un|minuto|mangiata|pasta|per|di|i,mangiata|uno|minuta|gli
Italian_video_11.txt,11-01,Translate to Italian: We use the basket for steaming.,Usiamo il cestino per la cottura a vapore,Usiamo|il|cestino|per|la|cottura|a|vapore,la|il|Usiamo|a|le|mangiando|cottura|per|lo|cestino|vapore|mangiata,lo|le|mangiando|mangiata
Italian_video_11.txt,11-02,Translate to Italian: I add a touch of mayonnaise on the eggs.,Aggiungo un filo di maionese sulle uova,Aggiungo|un|filo|di|maionese|sulle|uova,filo|maionese|di|un|Aggiungo|mangiamo|mangiata|uno|uova|sulle|mangiando,mangiamo|uno|mangiando|mangiata
Italian_video_11.txt,11-03,Translate to Italian: We put the anchovy fillet on top.,Mettiamo il filetto di alice sopra,Mettiamo|il|filetto|di|alice|sopra,il|Mettiamo|mangiamo|sopra|mangiando|lo|alice|filetto|di|mangiata,mangiamo|lo|mangiando|mangiata
Italian_video_11.txt,11-04,Translate to Italian: Anchovies are rich in omega three.,Le alici sono ricche di omega tre,Le|alici|sono|ricche|di|omega|tre,sono|ricche|di|tre|alici|Le|mangia|mangiando|omega|mangiamo|mangiata,mangiamo|mangia|mangiando|mangiata
Italian_video_11.txt,11-05,Translate to Italian: I put the eggs to boil for dinner.,Metto le uova a bollire per la cena,Metto|le|uova|a|bollire|per|la|cena,a|Metto|mangiando|mangiata|la|per|le|cena|uova|bollire,la|le|mangiando|mangiata
Italian_video_11.txt,11-06,Translate to Italian: We dress the asparagus with oil and salt.,Condiamo gli asparagi con olio e sale,Condiamo|gli|asparagi|con|olio|e|sale,mangiando|mangiamo|gli|e|mangiata|con|Condiamo|i|sale|olio|asparagi,i|mangiando|mangiata|mangiamo
Italian_video_11.txt,11-07,Translate to Italian: We prepare dinner together with Mom.,Prepariamo la cena insieme a mamma,Prepariamo|la|cena|insieme|a|mamma,a|mangiamo|mangiando|Prepariamo|mangiata|le|mamma|insieme|la|cena,mangiamo|le|mangiando|mangiata
Italian_video_11.txt,11-08,Translate to Italian: We cook the asparagus with oil and salt.,Cuciniamo gli asparagi con olio e sale,Cuciniamo|gli|asparagi|con|olio|e|sale,asparagi|con|mangiamo|gli|e|Cuciniamo|mangiata|mangiando|i|olio|sale,i|mangiando|mangiata|mangiamo
Italian_video_11.txt,11-09,Translate to Italian: Asparagus are in season now.,Gli asparagi sono di stagione adesso,Gli|asparagi|sono|di|stagione|adesso,mangia|adesso|mangiata|sono|Gli|mangiando|stagione|asparagi|di|mangiamo,mangiamo|mangia|mangiando|mangiata
Italian_video_11.txt,11-10,Translate to Italian: In the fridge we also find the olives.,Nel frigo troviamo anche le olive,Nel|frigo|troviamo|anche|le|olive,la|mangiando|troviamo|mangiamo|olive|le|mangiata|frigo|Nel|anche,la|mangiando|mangiata|mangiamo
Italian_video_12.txt,12-01,Translate to Italian: Today in Rome there are many people in the square.,A Roma oggi c'è tanta gente in piazza,A|Roma|oggi|c'è|tanta|gente|in|piazza,in|gente|A|oggi|c'è|mangiamo|Roma|mangia|piazza|mangiata|tanta|mangiando,mangiamo|mangia|mangiando|mangiata
Italian_video_12.txt,12-02,Translate to Italian: After the class I walk near Saint Peter's.,Dopo il corso passeggio vicino a San Pietro,Dopo|il|corso|passeggio|vicino|a|San|Pietro,mangiando|Pietro|mangiata|San|mangiamo|vicino|Dopo|lo|passeggio|a|il|corso,mangiamo|lo|mangiando|mangiata
Italian_video_12.txt,12-03,Translate to Italian: In the afternoon I have an online Portuguese lesson.,Nel pomeriggio faccio lezione di portoghese online,Nel|pomeriggio|faccio|lezione|di|portoghese|online,pomeriggio|di|lezione|mangia|faccio|mangiamo|mangiata|online|Nel|mangiando|portoghese,mangiamo|mangia|mangiando|mangiata
Italian_video_12.txt,12-04,"Translate to Italian: I study languages by listening, reading and speaking.",Studio le lingue ascoltando leggendo e parlando,Studio|le|lingue|ascoltando|leggendo|e|parlando,Studio|mangiando|mangiata|le|lingue|e|mangiamo|la|ascoltando|parlando|leggendo,la|mangiando|mangiata|mangiamo
Italian_video_12.txt,12-05,Translate to Italian: I prepare a study plan for Portuguese.,Preparo un piano di studio per il portoghese,Preparo|un|piano|di|studio|per|il|portoghese,di|un|Preparo|il|per|uno|piano|mangiata|lo|mangiando|portoghese|studio,uno|mangiando|mangiata|lo
Italian_video_12.txt,12-06,Translate to Italian: I shape a cup with the slab technique.,Modello una tazza con la tecnica a lastra,Modello|una|tazza|con|la|tecnica|a|lastra,la|a|le|un|Modello|con|tecnica|mangiando|tazza|una|mangiata|lastra,mangiata|le|mangiando|un
Italian_video_12.txt,12-07,Translate to Italian: I thank those who follow me on the channel and on Instagram.,Ringrazio chi mi segue sul canale e su Instagram,Ringrazio|chi|mi|segue|sul|canale|e|su|Instagram,mi|Instagram|su|sul|e|chi|mangiamo|mangiata|Ringrazio|canale|mangiando|segue|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_12.txt,12-08,Translate to Italian: I get up early for a ceramics workshop.,Mi alzo presto per un workshop di ceramica,Mi|alzo|presto|per|un|workshop|di|ceramica,un|mangiando|ceramica|Mi|alzo|workshop|per|mangiata|mangiamo|uno|presto|di,mangiamo|uno|mangiando|mangiata
Italian_video_12.txt,12-09,Translate to Italian: I write good morning on my new cup.,Scrivo buongiorno sulla mia nuova tazza,Scrivo|buongiorno|sulla|mia|nuova|tazza,tazza|buongiorno|mangia|nuova|mangiata|mangiando|mangiamo|Scrivo|mia|sulla,mangiamo|mangia|mangiando|mangiata
Italian_video_12.txt,12-10,Translate to Italian: I feel happy when I work with creativity.,Mi sento felice quando lavoro con la creatività,Mi|sento|felice|quando|lavoro|con|la|creatività,felice|creatività|Mi|mangiata|le|quando|con|lavoro|mangiando|sento|mangiamo|la,mangiamo|le|mangiando|mangiata
Italian_video_13.txt,13-01,Translate to Italian: After the class I walk near Saint Peter's.,Dopo il corso passeggio vicino a San Pietro,Dopo|il|corso|passeggio|vicino|a|San|Pietro,corso|vicino|passeggio|a|mangiata|il|mangiamo|San|mangiando|lo|Dopo|Pietro,mangiamo|lo|mangiando|mangiata
Italian_video_13.txt,13-02,Translate to Italian: In the afternoon I have an online Portuguese lesson.,Nel pomeriggio faccio lezione di portoghese online,Nel|pomeriggio|faccio|lezione|di|portoghese|online,pomeriggio|online|faccio|mangiata|portoghese|Nel|mangiamo|mangia|mangiando|lezione|di,mangiamo|mangia|mangiando|mangiata
Italian_video_13.txt,13-03,Translate to Italian: I get up early for a ceramics workshop.,Mi alzo presto per un workshop di ceramica,Mi|alzo|presto|per|un|workshop|di|ceramica,mangiata|un|Mi|alzo|di|per|mangiando|uno|presto|mangiamo|workshop|ceramica,mangiamo|uno|mangiando|mangiata
Italian_video_13.txt,13-04,Translate to Italian: I shape a cup with the slab technique.,Modello una tazza con la tecnica a lastra,Modello|una|tazza|con|la|tecnica|a|lastra,mangiata|Modello|tazza|a|la|con|mangiando|le|tecnica|un|lastra|una,mangiata|le|mangiando|un
Italian_video_13.txt,13-05,Translate to Italian: I thank those who follow me on the channel and on Instagram.,Ringrazio chi mi segue sul canale e su Instagram,Ringrazio|chi|mi|segue|sul|canale|e|su|Instagram,Instagram|canale|mangia|Ringrazio|mangiamo|su|e|sul|chi|mi|mangiando|mangiata|segue,mangiamo|mangia|mangiando|mangiata
Italian_video_13.txt,13-06,Translate to Italian: I write good morning on my new cup.,Scrivo buongiorno sulla mia nuova tazza,Scrivo|buongiorno|sulla|mia|nuova|tazza,mangiando|mia|mangia|mangiamo|buongiorno|mangiata|sulla|tazza|nuova|Scrivo,mangiamo|mangia|mangiando|mangiata
Italian_video_13.txt,13-07,Translate to Italian: I prepare a study plan for Portuguese.,Preparo un piano di studio per il portoghese,Preparo|un|piano|di|studio|per|il|portoghese,portoghese|Preparo|mangiata|di|per|piano|mangiando|il|uno|un|studio|lo,uno|mangiando|mangiata|lo
Italian_video_13.txt,13-08,Translate to Italian: Today in Rome there are many people in the square.,A Roma oggi c'è tanta gente in piazza,A|Roma|oggi|c'è|tanta|gente|in|piazza,c'è|oggi|mangia|tanta|gente|mangiata|mangiando|Roma|A|piazza|in|mangiamo,mangiamo|mangia|mangiando|mangiata
Italian_video_13.txt,13-09,Translate to Italian: I feel happy when I work with creativity.,Mi sento felice quando lavoro con la creatività,Mi|sento|felice|quando|lavoro|con|la|creatività,creatività|le|la|lavoro|sento|con|felice|mangiata|Mi|mangiando|mangiamo|quando,mangiamo|le|mangiando|mangiata
Italian_video_13.txt,13-10,"Translate to Italian: I study languages by listening, reading and speaking.",Studio le lingue ascoltando leggendo e parlando,Studio|le|lingue|ascoltando|leggendo|e|parlando,lingue|e|le|la|parlando|ascoltando|Studio|mangiando|leggendo|mangiamo|mangiata,la|mangiando|mangiata|mangiamo
Italian_video_14.txt,14-01,Translate to Italian: Ratatouille is a dish from Provence.,La ratatouille è un piatto della Provenza,La|ratatouille|è|un|piatto|della|Provenza,ratatouille|un|La|è|piatto|Provenza|mangiando|mangiamo|della|mangiata|uno,mangiamo|uno|mangiando|mangiata
Italian_video_14.txt,14-02,Translate to Italian: In the kitchen we listen to the French chef's advice.,In cucina ascoltiamo i consigli dello chef francese,In|cucina|ascoltiamo|i|consigli|dello|chef|francese,ascoltiamo|chef|consigli|mangiata|mangiando|mangiamo|In|cucina|dello|francese|gli|i,mangiata|mangiando|gli|mangiamo
Italian_video_14.txt,14-03,Translate to Italian: We use fresh vegetables from the summer market.,Usiamo verdure fresche del mercato estivo,Usiamo|verdure|fresche|del|mercato|estivo,verdure|del|mercando|Usiamo|fresche|mangiata|mangiando|estivo|mercato|mercata,mercata|mercando|mangiando|mangiata
Italian_video_14.txt,14-04,Translate to Italian: We prepare a tomato and onion sauce.,Prepariamo una salsa di pomodoro e cipolla,Prepariamo|una|salsa|di|pomodoro|e|cipolla,mangiando|pomodoro|e|Prepariamo|cipolla|una|di|mangiamo|un|salsa|mangiata,mangiata|mangiando|un|mangiamo
Italian_video_14.txt,14-05,"Translate to Italian: We cut zucchini, eggplants and peppers into thin slices.",Tagliamo zucchine melanzane e peperoni a fette sottili,Tagliamo|zucchine|melanzane|e|peperoni|a|fette|sottili,fette|mangiamo|Tagliamo|sottili|mangiata|melanzane|mangia|a|peperoni|mangiando|zucchine|e,mangiamo|mangia|mangiando|mangiata
Italian_video_14.txt,14-06,Translate to Italian: We cook the vegetables slowly in the oven.,Cuociamo le verdure lentamente in forno,Cuociamo|le|verdure|lentamente|in|forno,forno|le|in|mangiando|mangiata|lentamente|verdure|la|Cuociamo|mangiamo,la|mangiando|mangiata|mangiamo
Italian_video_14.txt,14-07,Translate to Italian: We will season everything with olive oil and thyme.,Condiremo tutto con olio d'oliva e timo,Condiremo|tutto|con|olio|d'oliva|e|timo,timo|mangiando|con|d'oliva|e|tutto|Condiremo|mangiata|olio|mangia|mangiamo,mangiamo|mangia|mangiando|mangiata
Italian_video_14.txt,14-08,Translate to Italian: We let the ratatouille rest before serving it.,Lasciamo riposare la ratatouille prima di servirla,Lasciamo|riposare|la|ratatouille|prima|di|servirla,servirla|mangiamo|mangiando|riposare|le|ratatouille|Lasciamo|prima|mangiata|di|la,mangiamo|le|mangiando|mangiata
Italian_video_14.txt,14-09,Translate to Italian: We place the vegetables in layers in the cocotte.,Mettiamo le verdure a strati nella cocotte,Mettiamo|le|verdure|a|strati|nella|cocotte,mangiamo|la|mangiando|a|le|nella|cocotte|mangiata|strati|Mettiamo|verdure,la|mangiando|mangiata|mangiamo
Italian_video_14.txt,14-10,Translate to Italian: Ratatouille is colorful and smells like summer.,La ratatouille è colorata e profuma d'estate,La|ratatouille|è|colorata|e|profuma|d'estate,mangia|è|mangiamo|d'estate|colorata|ratatouille|profuma|La|mangiando|mangiata|e,mangiamo|mangia|mangiando|mangiata
Italian_video_15.txt,15-01,Translate to Italian: We use the basket for steaming.,Usiamo il cestino per la cottura a vapore,Usiamo|il|cestino|per|la|cottura|a|vapore,a|vapore|per|mangiata|cottura|la|mangiando|le|il|cestino|lo|Usiamo,lo|le|mangiando|mangiata
Italian_video_15.txt,15-02,Translate to Italian: We prepare dinner together with Mom.,Prepariamo la cena insieme a mamma,Prepariamo|la|cena|insieme|a|mamma,mangiata|la|Prepariamo|cena|mangiamo|a|mamma|mangiando|le|insieme,mangiamo|le|mangiando|mangiata
Italian_video_15.txt,15-03,Translate to Italian: In the fridge we also find the olives.,Nel frigo troviamo anche le olive,Nel|frigo|troviamo|anche|le|olive,anche|mangiata|mangiamo|troviamo|le|olive|la|Nel|frigo|mangiando,la|mangiando|mangiata|mangiamo
Italian_video_15.txt,15-04,Translate to Italian: Anchovies are rich in omega three.,Le alici sono ricche di omega tre,Le|alici|sono|ricche|di|omega|tre,sono|mangiamo|ricche|tre|mangiata|alici|di|Le|mangia|omega|mangiando,mangiamo|mangia|mangiando|mangiata
Italian_video_15.txt,15-05,Translate to Italian: We dress the asparagus with oil and salt.,Condiamo gli asparagi con olio e sale,Condiamo|gli|asparagi|con|olio|e|sale,mangiata|gli|mangiando|e|con|olio|mangiamo|asparagi|sale|Condiamo|i,i|mangiando|mangiata|mangiamo
Italian_video_15.txt,15-06,Translate to Italian: We put the anchovy fillet on top.,Mettiamo il filetto di alice sopra,Mettiamo|il|filetto|di|alice|sopra,mangiando|sopra|Mettiamo|mangiata|lo|alice|mangiamo|di|il|filetto,mangiamo|lo|mangiando|mangiata
Italian_video_15.txt,15-07,Translate to Italian: We cook the asparagus with oil and salt.,Cuciniamo gli asparagi con olio e sale,Cuciniamo|gli|asparagi|con|olio|e|sale,i|gli|asparagi|mangiata|sale|mangiamo|mangiando|olio|con|Cuciniamo|e,i|mangiando|mangiata|mangiamo
Italian_video_15.txt,15-08,Translate to Italian: Asparagus are in season now.,Gli asparagi sono di stagione adesso,Gli|asparagi|sono|di|stagione|adesso,sono|stagione|asparagi|adesso|Gli|mangiata|mangiamo|mangiando|di|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_15.txt,15-09,Translate to Italian: I put the eggs to boil for dinner.,Metto le uova a bollire per la cena,Metto|le|uova|a|bollire|per|la|cena,uova|mangiando|cena|la|per|bollire|le|Metto|mangiata|a,la|le|mangiando|mangiata
Italian_video_15.txt,15-10,Translate to Italian: I add a touch of mayonnaise on the eggs.,Aggiungo un filo di maionese sulle uova,Aggiungo|un|filo|di|maionese|sulle|uova,di|mangiata|mangiamo|sulle|mangiando|uno|Aggiungo|un|filo|maionese|uova,mangiamo|uno|mangiando|mangiata
Italian_video_16.txt,16-01,Translate to Italian: We cook the Florentine steak on the embers.,Cuociamo la bistecca alla fiorentina sulla brace,Cuociamo|la|bistecca|alla|fiorentina|sulla|brace,la|sulla|fiorentina|mangiata|mangiando|alla|Cuociamo|le|bistecca|brace|mangiamo,mangiamo|le|mangiando|mangiata
Italian_video_16.txt,16-02,Translate to Italian: In Tuscany we eat beans and steak.,In Toscana mangiamo fagioli e bistecca,In|Toscana|mangiamo|fagioli|e|bistecca,mangiando|mangia|fagioli|Toscana|mangiata|bistecca|e|mangiamo|mangiate|In,mangiate|mangia|mangiando|mangiata
Italian_video_16.txt,16-03,Translate to Italian: We never pierce the meat with a fork.,Non buchiamo mai la carne con la forchetta,Non|buchiamo|mai|la|carne|con|la|forchetta,con|Non|mangiamo|la|la|buchiamo|forchetta|mangiando|mai|mangiata|carne|le,mangiamo|le|mangiando|mangiata
Italian_video_16.txt,16-04,Translate to Italian: The fat of the meat is its seasoning.,Il grasso della carne è il suo condimento,Il|grasso|della|carne|è|il|suo|condimento,della|carne|grasso|mangiamo|lo|condimento|il|Il|suo|mangiando|mangiata|è,mangiamo|lo|mangiando|mangiata
Italian_video_16.txt,16-05,Translate to Italian: We wait for the meat to form a crust.,Aspettiamo che la carne faccia la crosticina,Aspettiamo|che|la|carne|faccia|la|crosticina,mangiando|crosticina|la|mangiamo|la|mangiata|Aspettiamo|carne|le|che|faccia,mangiamo|le|mangiando|mangiata
Italian_video_16.txt,16-06,Translate to Italian: We light the embers with olive wood.,Accendiamo la brace con legna di olivo,Accendiamo|la|brace|con|legna|di|olivo,mangiamo|Accendiamo|olivo|la|mangiata|con|le|di|mangiando|legna|brace,mangiamo|le|mangiando|mangiata
Italian_video_16.txt,16-07,Translate to Italian: We use a very hot iron grill.,Usiamo una griglia ben calda di ferro,Usiamo|una|griglia|ben|calda|di|ferro,di|mangiamo|calda|griglia|mangiando|Usiamo|una|ferro|mangiata|un|ben,mangiata|mangiando|un|mangiamo
Italian_video_16.txt,16-08,Translate to Italian: The steak is at least four fingers high.,La bistecca è alta almeno quattro dita,La|bistecca|è|alta|almeno|quattro|dita,mangiamo|mangia|mangiando|è|dita|alta|bistecca|mangiata|almeno|quattro|La,mangiamo|mangia|mangiando|mangiata
Italian_video_16.txt,16-09,Translate to Italian: The meat must rest before cutting it.,La carne deve riposare prima di tagliarla,La|carne|deve|riposare|prima|di|tagliarla,carne|riposare|deve|mangiamo|La|prima|tagliarla|mangiando|mangia|mangiata|di,mangiamo|mangia|mangiando|mangiata
Italian_video_16.txt,16-10,Translate to Italian: We cut the steak and serve it immediately.,Tagliamo la bistecca e la serviamo subito,Tagliamo|la|bistecca|e|la|serviamo|subito,bistecca|Tagliamo|le|subita|la|subito|mangiata|subendo|e|la|serviamo,mangiata|subita|le|subendo
Italian_video_17.txt,17-01,Translate to Italian: The potholes in the streets make people laugh and get angry.,Le buche nelle strade fanno ridere e arrabbiare,Le|buche|nelle|strade|fanno|ridere|e|arrabbiare,mangiamo|ridere|mangiando|Le|strade|arrabbiare|fanno|nelle|e|buche|mangiata|mangia,mangiamo|mangia|mangiando|mangiata
Italian_video_17.txt,17-02,Translate to Italian: Citizens and tourists live different realities.,I cittadini e i turisti vivono realtà diverse,I|cittadini|e|i|turisti|vivono|realtà|diverse,realtà|i|turisti|I|mangiando|mangiata|gli|vivono|diverse|e|mangiamo|cittadini,mangiata|mangiando|gli|mangiamo
Italian_video_17.txt,17-03,Translate to Italian: North Rome is wealthier than south Rome.,Roma nord è più benestante di Roma sud,Roma|nord|è|più|benestante|di|Roma|sud,benestante|sud|è|mangiamo|più|mangiata|Roma|mangia|mangiando|Roma|nord|di,mangiamo|mangia|mangiando|mangiata
Italian_video_17.txt,17-04,Translate to Italian: Rome is a complex and beautiful city.,Roma è una città complessa e bellissima,Roma|è|una|città|complessa|e|bellissima,un|mangiata|complessa|bellissima|e|mangiamo|è|una|mangiando|città|Roma,mangiata|mangiando|un|mangiamo
Italian_video_17.txt,17-05,Translate to Italian: In the suburbs you find bars and families at the park.,In periferia trovi bar e famiglie al parco,In|periferia|trovi|bar|e|famiglie|al|parco,e|mangiando|mangiata|periferia|trovi|mangia|al|parco|bar|mangiamo|In|famiglie,mangiamo|mangia|mangiando|mangiata
Italian_video_17.txt,17-06,Translate to Italian: In Eur there is a very tall skyscraper.,All'Eur c'è un grattacielo molto alto,All'Eur|c'è|un|grattacielo|molto|alto,c'è|alto|uno|mangiata|All'Eur|molto|mangiando|grattacielo|mangiamo|un,mangiamo|uno|mangiando|mangiata
Italian_video_17.txt,17-07,Translate to Italian: Parioli is a neighborhood in north Rome.,I Parioli sono un quartiere di Roma nord,I|Parioli|sono|un|quartiere|di|Roma|nord,Roma|mangiata|di|quartiere|un|nord|sono|uno|I|Parioli|mangiamo|mangiando,mangiamo|uno|mangiando|mangiata
Italian_video_17.txt,17-08,Translate to Italian: Many Romans live outside the center.,Molti romani vivono fuori dal centro,Molti|romani|vivono|fuori|dal|centro,mangiamo|vivono|dal|mangiando|mangiata|mangia|centro|romani|fuori|Molti,mangiamo|mangia|mangiando|mangiata
Italian_video_17.txt,17-09,Translate to Italian: From the Janiculum you can see Saint Peter's dome.,Dal Gianicolo si vede la cupola di San Pietro,Dal|Gianicolo|si|vede|la|cupola|di|San|Pietro,si|mangiata|mangiando|cupola|San|le|vede|di|Dal|mangiamo|la|Gianicolo|Pietro,mangiamo|le|mangiando|mangiata
Italian_video_17.txt,17-10,Translate to Italian: Rome has few skyscrapers in the historic center.,Roma ha poche grattacieli nel centro storico,Roma|ha|poche|grattacieli|nel|centro|storico,ha|mangiando|centro|mangiata|mangia|nel|Roma|grattacieli|mangiamo|storico|poche,mangiamo|mangia|mangiando|mangiata
Italian_video_18.txt,18-01,Translate to Italian: We toss the pasta to make it creamy.,Sbattiamo la pasta per farla cremosa,Sbattiamo|la|pasta|per|farla|cremosa,mangiata|la|mangiamo|Sbattiamo|per|le|pasta|cremosa|farla|mangiando,mangiamo|le|mangiando|mangiata
Italian_video_18.txt,18-02,Translate to Italian: We make an excellent pasta with little fish.,Facciamo una pasta eccezionale con poco pesce,Facciamo|una|pasta|eccezionale|con|poco|pesce,mangiamo|una|un|con|eccezionale|mangiata|poco|mangiando|pesce|pasta|Facciamo,mangiata|mangiando|un|mangiamo
Italian_video_18.txt,18-03,Translate to Italian: It is a holiday and we cook for the family.,È festa e cuciniamo per la famiglia,È|festa|e|cuciniamo|per|la|famiglia,È|famiglia|mangiando|e|cuciniamo|mangiata|festa|mangiamo|le|la|per,mangiamo|le|mangiando|mangiata
Italian_video_18.txt,18-04,Translate to Italian: We put garlic and parsley in the oil.,Mettiamo aglio e prezzemolo nell'olio,Mettiamo|aglio|e|prezzemolo|nell'olio,mangia|mangiando|prezzemolo|Mettiamo|mangiamo|mangiata|e|nell'olio|aglio,mangiamo|mangia|mangiando|mangiata
Italian_video_18.txt,18-05,Translate to Italian: We cook the spaghetti in eight minutes.,Cuociamo gli spaghetti in otto minuti,Cuociamo|gli|spaghetti|in|otto|minuti,minuti|otto|mangiando|spaghetti|mangiata|gli|in|Cuociamo|i|mangiamo,i|mangiando|mangiata|mangiamo
Italian_video_18.txt,18-06,Translate to Italian: We cut the squid into thin rings.,Tagliamo i calamari a rondelle sottili,Tagliamo|i|calamari|a|rondelle|sottili,calamari|mangiata|sottili|i|mangiamo|a|gli|rondelle|Tagliamo|mangiando,mangiata|mangiando|gli|mangiamo
Italian_video_18.txt,18-07,Translate to Italian: We salt the pasta with the cooking water.,Saliamo la pasta con l'acqua di cottura,Saliamo|la|pasta|con|l'acqua|di|cottura,le|di|con|cottura|mangiamo|Saliamo|mangiata|mangiando|la|pasta|l'acqua,mangiamo|le|mangiando|mangiata
Italian_video_18.txt,18-08,Translate to Italian: I throw in the spaghetti and mix in the wok.,Butto gli spaghetti e mescolo nella wok,Butto|gli|spaghetti|e|mescolo|nella|wok,e|mangiando|nella|Butto|mescolo|gli|spaghetti|i|wok|mangiamo|mangiata,i|mangiando|mangiata|mangiamo
Italian_video_18.txt,18-09,Translate to Italian: We add a little chili pepper.,Aggiungiamo un po' di peperoncino,Aggiungiamo|un|po'|di|peperoncino,un|mangiando|di|mangiamo|Aggiungiamo|peperoncino|mangiata|uno|po',mangiamo|uno|mangiando|mangiata
Italian_video_18.txt,18-10,Translate to Italian: We pop a very cold prosecco.,Stappiamo un prosecco ben ghiacciato,Stappiamo|un|prosecco|ben|ghiacciato,ghiacciato|mangiata|prosecco|ben|uno|un|ghiacciando|Stappiamo|ghiacciata,uno|ghiacciando|ghiacciata|mangiata
Italian_video_19.txt,19-01,Translate to Italian: In the afternoon I have an online Portuguese lesson.,Nel pomeriggio faccio lezione di portoghese online,Nel|pomeriggio|faccio|lezione|di|portoghese|online,mangiamo|pomeriggio|mangia|Nel|faccio|lezione|di|online|mangiando|mangiata|portoghese,mangiamo|mangia|mangiando|mangiata
Italian_video_19.txt,19-02,"Translate to Italian: I study languages by listening, reading and speaking.",Studio le lingue ascoltando leggendo e parlando,Studio|le|lingue|ascoltando|leggendo|e|parlando,parlando|mangiata|e|la|lingue|le|mangiando|mangiamo|ascoltando|Studio|leggendo,la|mangiando|mangiata|mangiamo
Italian_video_19.txt,19-03,Translate to Italian: I shape a cup with the slab technique.,Modello una tazza con la tecnica a lastra,Modello|una|tazza|con|la|tecnica|a|lastra,Modello|a|lastra|mangiando|mangiata|con|una|la|tecnica|le|un|tazza,mangiata|le|mangiando|un
Italian_video_19.txt,19-04,Translate to Italian: I write good morning on my new cup.,Scrivo buongiorno sulla mia nuova tazza,Scrivo|buongiorno|sulla|mia|nuova|tazza,mangiata|buongiorno|mangia|mangiamo|sulla|mangiando|Scrivo|mia|tazza|nuova,mangiamo|mangia|mangiando|mangiata
Italian_video_19.txt,19-05,Translate to Italian: I get up early for a ceramics workshop.,Mi alzo presto per un workshop di ceramica,Mi|alzo|presto|per|un|workshop|di|ceramica,un|ceramica|uno|workshop|per|di|mangiamo|mangiando|alzo|mangiata|presto|Mi,mangiamo|uno|mangiando|mangiata
Italian_video_19.txt,19-06,Translate to Italian: I thank those who follow me on the channel and on Instagram.,Ringrazio chi mi segue sul canale e su Instagram,Ringrazio|chi|mi|segue|sul|canale|e|su|Instagram,e|sul|su|segue|mangiamo|canale|chi|mi|mangiando|mangia|Ringrazio|mangiata|Instagram,mangiamo|mangia|mangiando|mangiata
Italian_video_19.txt,19-07,Translate to Italian: I feel happy when I work with creativity.,Mi sento felice quando lavoro con la creatività,Mi|sento|felice|quando|lavoro|con|la|creatività,con|la|lavoro|sento|mangiamo|mangiando|mangiata|Mi|felice|creatività|quando|le,mangiamo|le|mangiando|mangiata
Italian_video_19.txt,19-08,Translate to Italian: Today in Rome there are many people in the square.,A Roma oggi c'è tanta gente in piazza,A|Roma|oggi|c'è|tanta|gente|in|piazza,Roma|c'è|mangiamo|piazza|A|tanta|oggi|gente|mangiata|in|mangia|mangiando,mangiamo|mangia|mangiando|mangiata
Italian_video_19.txt,19-09,Translate to Italian: After the class I walk near Saint Peter's.,Dopo il corso passeggio vicino a San Pietro,Dopo|il|corso|passeggio|vicino|a|San|Pietro,a|il|lo|San|passeggio|Dopo|corso|Pietro|mangiata|vicino|mangiamo|mangiando,mangiamo|lo|mangiando|mangiata
Italian_video_19.txt,19-10,Translate to Italian: I prepare a study plan for Portuguese.,Preparo un piano di studio per il portoghese,Preparo|un|piano|di|studio|per|il|portoghese,un|il|mangiata|uno|studio|piano|portoghese|di|mangiando|per|Preparo|lo,uno|mangiando|mangiata|lo
Italian_video_20.txt,20-01,Translate to Italian: Rome is a complex and beautiful city.,Roma è una città complessa e bellissima,Roma|è|una|città|complessa|e|bellissima,Roma|è|città|un|mangiando|una|complessa|mangiata|e|mangiamo|bellissima,mangiata|mangiando|un|mangiamo
Italian_video_20.txt,20-02,Translate to Italian: Rome has few skyscrapers in the historic center.,Roma ha poche grattacieli nel centro storico,Roma|ha|poche|grattacieli|nel|centro|storico,storico|Roma|mangiamo|ha|grattacieli|poche|nel|mangiando|mangiata|centro|mangia,mangiamo|mangia|mangiando|mangiata
